AL
Other,0.0,0.0,0.0,0.0,1.2703767169374591,2.3392248722316866,0.0,0.408520366045537,0.0,0.6899577594439044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1613107643456355,2.785801612134524,0.012283859124995218,2.2391693193615674,12.60966141574524,6.751291262309437,4.093537817779883,20.677472091711547,2.6404958614491583,3.1597831255542705,6.488676510871628,4.565480770002255,5.540614763329158,2.4329071579678465
 
 
AR
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,65.92219245483639,73.52073280564689,84.80158969109411,100.0,89.71233870351989,84.07537500203584,89.58249801345745,100.0,85.10452758567625,100.0,100.0,100.0,82.98345029459226,99.8810548763527,68.67393249808234,59.14608177172062,60.884979736415836,84.92119224533164,76.47977909184782,59.087278625935326,57.34774349396545,62.27607417536202,99.83324405995128,60.17719411135556,47.299579405400486,55.06006440925131,53.895620186514215,55.897778320852765,79.53296947677005,36.9451136408802,39.430327844673485,36.171019627601076
Republican,34.077807545163616,26.479267194353117,15.198410308905883,0.0,10.28766129648011,15.063056802697083,10.41750198654254,0.0,14.895472414323754,0.0,0.0,0.0,17.016549705407737,0.0,31.32606750191767,40.85391822827938,39.115020263584164,15.078807754668352,16.302805053970122,40.87179715434489,42.65225650603455,37.71644904937116,0.0,39.822805888644446,52.70042059459952,42.217025217206434,46.10437981348578,44.06950889450993,0.0,57.902935674658984,56.4974837906561,59.771634333223176
Other,0.0,0.0,0.0,0.0,0.0,0.8615681952670753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11894512364729726,0.0,0.0,0.0,0.0,7.217415854182057,0.04092421971978655,0.0,0.007476775266827417,0.16675594004871294,0.0,0.0,2.722910373542266,0.0,0.03271278463730662,20.467030523229955,5.15195068446081,4.072188364670415,4.057346039175745
 
 
CA
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,40.6663689850809,23.763410067188016,36.878798780246626,18.222462827365664,43.38712155573977,0.0,54.410655704555886,0.0,52.285405511379835,44.21960510936876,40.759050705107946,0.0,45.62115846916255,57.01201564645416,43.42882163304504,48.45212623268896,51.77829490271969,53.858186115954986,60.543017197696145,46.88871796670301,56.51238849727751,44.77599625902414,49.28959559432758,44.00071718886596,47.90378957643557,46.73608650320663,53.057103034743534,55.84281724250367,57.70810388362684,59.43105149508118,52.183575062798994,62.5242844721446,100.0,100.0
Republican,49.01185035371577,62.16785989646437,63.10924100676741,74.09988153279528,30.806216114017904,94.54243445656503,44.65410750068791,82.49853990526427,47.698680335492135,54.104411310625444,59.231346208883394,87.67200007044671,53.96083373250187,42.92584486626768,56.31214642050782,51.52864578636691,46.91475201061443,44.32451340902569,36.204612292415064,50.18311816502749,37.14159710485761,51.53533748854967,47.872165863661934,52.78757395368734,43.002867764048695,44.831866333556064,43.01153586331894,36.58693920182296,37.79814565228844,35.015283072855325,42.17298523223628,37.4757155278554,0.0,0.0
Other,10.321780661203334,14.068730036347615,0.011960212985966055,7.67765563983905,25.80666233024233,5.4575655434349715,0.9352367947562032,17.501460094735737,0.01591415312803874,1.6759835800057965,0.009603086008656342,12.327999929553279,0.4180077983355791,0.0621394872781522,0.25903194644713695,0.019227980944133624,1.3069530866658818,1.8173004750193196,3.2523705098887836,2.928163868269504,6.3460143978648755,3.6886662524261893,2.838238542010488,3.2117088574467054,9.093342659515729,8.432047163237312,3.9313611019375223,7.570243555673365,4.493750464084717,5.553665432063498,5.643439704964721,0.0,0.0,0.0
 
 
CO
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,39.310798717149595,43.783953821230284,46.39412821847864,55.850171092104326,52.23222212230009,63.4503748195843,58.24041630375281,50.23417991001047,43.309799388952655,66.79180037677335,46.7476442023609,48.67654712632283,50.2174343065808,45.7885169854706,45.576450336135,41.93170845429614,41.44736842105263,49.406478684955886,57.23181233020818,40.29851474996826,50.33499780930186,34.62196671467065,49.91199747352147,41.657020802777225,51.77676321870477,45.73852717283696,35.01670766669053,45.76924217665361,51.30260330860861,52.795630164593646,48.050371102632425,46.26046883528053,49.97078041270525
Republican,54.52357986300941,50.181821041538875,50.24773677757436,42.6526566586317,45.77640653859723,35.247664928035064,40.1802712268594,49.18641181141325,56.055107418244134,32.35879330590193,53.2523557976391,51.32345287367717,49.782565693419194,53.74897692438281,53.575387484432156,58.015994656896176,58.55263157894737,48.371150318060046,39.49738585803189,58.687516478365744,48.69785584353812,64.24836012078819,48.360758509189125,55.678372489180816,42.704225823928404,51.40548684195201,62.48855703775141,50.69572242285404,46.53290767326921,42.49211171112287,46.42202217926452,48.20495056975353,44.30578963428305
Other,6.165621419841002,6.034225137230846,3.358135003946993,1.4971722492639783,1.991371339102684,1.3019602523806395,1.5793124693878002,0.5794082785762782,0.6350931928032201,0.8494063173247132,0.0,0.0,0.0,0.46250609014659133,0.8481621794328416,0.05229688880767819,0.0,2.2223709969840715,3.270801811759938,1.0139687716659993,0.9671463471600198,1.1296731645411613,1.7272440172894092,2.6646067080419598,5.519010957366831,2.855985985211027,2.4947352955580584,3.5350354004923443,2.164489018122186,4.712258124283492,5.52760671810306,5.534580594965944,5.723429953011696
 
 
CT
Year,1920,1922,1924,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,36.09757166171944,45.60179092831642,38.592186090467806,35.641209683554564,45.598212553114706,47.49765310345524,51.746869976129005,40.0400994237294,53.151069997844566,51.987635441045654,40.476716926262334,52.584505140263296,44.36036935728284,43.046491395819245,57.28130081300813,51.25050884046553,64.64425743877274,54.291165542374586,33.79170939080353,63.67485837639343,41.200852485117494,56.33678078277381,46.06758787198618,64.76339728517718,49.764081050880144,38.493837049140346,41.10473258347041,65.14608738388544,63.21748700227503,66.35289873280897,39.72974425812296,52.484270866305614,52.454152896880736,57.68213015794261,56.79710709238268
Republican,59.36449171385697,52.490548394388185,60.35482623824048,63.30926447191286,53.85517980562241,46.779956998798795,48.253130023871,42.89321783599526,45.60503120269059,47.284178458099426,55.837790901143755,47.41549485973671,52.48023031330621,54.8409571034432,42.3922570654278,48.74123312811315,35.33786417892288,45.70560206607837,41.74230024610939,34.29337516752418,57.70012616897242,42.90942610106373,50.390675472631486,34.84763028784983,49.03803759380019,38.11893558905042,31.012703952340726,32.36816156656025,34.16794349564633,32.12891461235353,9.622859821797586,43.216938466675046,39.99096419811558,34.61938912819588,39.349672637074214
Other,4.537936624423584,1.907660677295401,1.0529876712917223,1.0495258445325755,0.5466076412628922,5.72238989774597,0.0,17.066682740275336,1.2438987994648416,0.7281861008549216,3.685492172593902,0.0,3.1594003294109467,2.1125515007375526,0.3264421215640728,0.008258031421323793,0.017878382304374493,0.003232391547047459,24.46599036308708,2.031766456082395,1.0990213459100837,0.7537931161624541,3.5417366553823317,0.38897242697298584,1.1978813553196688,23.38722736180923,27.88256346418886,2.4857510495543087,2.6145695020786444,1.5181866548374916,50.647395920079454,4.298790667019334,7.554882905003692,7.698480713861512,3.8532202705431056
 
 
FL
Year,1920,1922,1926,1928,1932,1934,1936,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,69.49520344958356,88.26982870164733,77.86420204978039,68.5304902227232,100.0,100.0,89.53054936337895,82.44547264582108,100.0,71.27932679751052,78.6508256141764,76.30126271091741,99.81628358692133,100.0,71.22949292433252,66.61551224819111,63.933945038796104,44.09965535912607,53.86473977812768,43.37762192321299,62.974508789746686,48.33887372775953,61.719125400097006,54.73892680924409,49.568569363078446,65.40458135256102,29.477264138446913,62.469379477057615,51.04361118856235,48.32102584505243,60.30098044574211,20.19801497143098,55.23175610681682,44.31485451234274,49.93247256869807
Republican,28.029270896245627,0.0,22.13579795021962,31.469509777276798,0.0,0.0,10.469450636621042,17.554527354178923,0.0,28.720673202489472,21.3491743858236,23.69873728908258,0.0,0.0,28.77050707566749,33.36493764732219,36.03144705278411,55.90034464087393,46.127918595087195,40.91408183882715,37.020941833063056,51.656619505287374,38.264970590773636,45.25882829017876,50.417050844732906,34.59098521045727,70.49743645685611,37.530620522942385,46.19211638711083,49.433598918100316,38.09563048890443,48.89468068080721,42.225760707091354,51.98112842432986,50.05497554641297
Other,2.475525654170822,11.730171298352678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18371641307866624,0.0,0.0,0.01955010448669833,0.03460790841978367,0.0,0.007341626785119537,15.708296237959853,0.004549377190262653,0.004506766953096744,0.015904009129353486,0.00224490057714353,0.014379792188651075,0.004433436981716103,0.025299404696972057,0.0,2.7642724243268133,2.2453752368472553,1.603389065353453,30.907304347761805,2.5424831860918253,3.7040170633273917,0.012551884888959164
 
 
GA
Year,1920,1922,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,94.89834767379882,100.0,100.0,100.0,99.99823018246818,96.345475484827,100.0,95.09390571100039,96.93662769988019,99.99853250321932,99.88965638999846,100.0,99.9943102870011,99.96803795538986,99.93842097503014,100.0,99.94804618820585,77.50668370175059,53.95483868778357,71.73659746957024,83.13388970870898,49.12829173283944,79.942236686841,50.91452463983909,100.0,49.35258706003472,48.86602656487361,45.149670487179534,45.895853719524084,39.9781929790955,40.156340538696554,38.99864514659576,45.20635328617243,41.03329267776551
Republican,0.0,0.0,0.0,0.0,0.0,3.6545245151729917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.484997245955846,46.01063198010025,28.227612900274995,16.86611029129103,50.871708267160564,20.055146359103194,49.0805774329637,0.0,50.64741293996528,47.53707467696873,52.36970431932897,52.73429270664952,57.87683938526803,54.19503775677409,58.30738031149888,52.889062837715485,54.783852172764355
Other,5.101652326201172,0.0,0.0,0.0,0.0017698175318124703,0.0,0.0,4.906094288999617,3.0633723001198145,0.0014674967806789375,0.11034361000154481,0.0,0.0056897129988979925,0.03196204461014619,0.06157902496986097,0.0,0.05195381179414885,0.008319052293562716,0.03452933211618145,0.035789630154764426,0.0,0.0,0.0026169540558029767,0.00489792719721014,0.0,0.0,3.5968987581576686,2.480625193491502,1.3698535738263953,2.144967635636472,5.648621704529357,2.6939745419053573,1.9045838761120881,4.182855149470131
 
 
ID
Year,1920,1924,1926,1928,1930,1932,1936,1938,1940,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,45.91737960682714,20.063057826893527,24.992211153628006,36.74150422810434,27.583524027459955,55.64257396865177,36.64177745401566,54.82396629293723,52.96003810350033,48.46707226257886,51.12737445636347,49.95611332100771,38.31851333303544,37.16255609342426,56.20071468419704,47.74046888694128,54.73905079872945,44.616487625566435,60.26275201823007,45.5142408640771,56.07173349507624,31.556397356775463,48.775267430461255,25.996878139095152,48.44355328461039,38.70878912184747,43.476334576095496,39.662542681929516,28.39301485559557,32.54851374637738,0.0,34.105121126585814,24.927591039530174,34.67163803554681,27.726775296306172
Republican,54.08262039317285,79.495855858725,45.41256920090431,62.55943084004761,72.41647597254006,42.30445162196321,63.35822254598433,44.7118474612583,47.03996189649967,51.53292773742114,48.87262554363653,48.4938465273498,61.68148666696456,62.83744390657574,38.74259306726173,52.25953111305872,45.26094920127055,55.383512374433565,39.73724798176993,52.26193629240121,42.137633428241394,68.44360264322454,49.744681528589986,72.18515491126824,51.55644671538961,61.29121087815253,56.523665423904504,57.25224288365275,69.53571636336713,65.16189198715439,99.17925434384004,57.6543937467043,71.17500500522769,65.32836196445318,66.13471233962203
Other,0.0,0.44108631438148393,29.59521964546769,0.6990649318480497,0.0,2.052974409385026,0.0,0.4641862458044705,0.0,0.0,0.0,1.5500401516424824,0.0,0.0,5.05669224854123,0.0,0.0,0.0,0.0,2.2238228435216825,1.7906330766823644,0.0,1.480051040948761,1.8179669496366033,0.0,0.0,0.0,3.085214434417739,2.0712687810373,2.2895942664682383,0.8207456561599581,8.240485126709887,3.8974039552421416,0.0,6.1385123640718
 
 
IL
Year,1920,1924,1926,1928,1930,1932,1936,1938,1940,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1970,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,26.81954190644132,35.36862060967862,43.115649127414166,44.937924729357015,64.02098427252376,52.23224294287543,56.4710604153622,51.32067172679802,49.559674209083845,46.41455468112278,52.607611896596914,55.06659128755975,45.75709703856793,53.57264696389957,45.72006387124458,54.6310046891769,47.12613929277104,43.89924566879534,46.59225211623916,57.37421345205364,37.3456832986863,62.15106636575168,45.47234897154075,56.01060604638093,50.07305734819059,65.12517439814428,65.0684019249432,53.268511069209026,56.08524857659475,47.44398399656388,60.334267222774926,69.96872520188583,67.84098932039946,46.41626487762227,53.54868393922718,54.86174310499978
Republican,66.82892728508571,63.53709004704844,46.86170097348387,54.459344361876326,35.17735429376551,46.02162311910851,40.719547237910916,48.32607145587172,50.06936798412405,53.23797796940632,47.05743031421647,44.61279111654661,53.88242328247678,46.42735303610043,54.10185165645524,45.1961623175292,52.87386070722896,54.94639424661576,53.01293980772434,42.222927303076844,62.214444121361524,37.221554716732555,53.33867752838201,42.49527677663176,48.21135349834511,33.74234641515548,34.93159807505679,43.05715207716966,40.67130242815221,50.34704454619665,38.02006452240144,27.048226983460143,28.530111647896078,48.01487283076432,42.69498787157776,39.78041755479637
Other,6.3515308084729645,1.094289343272942,10.02264989910196,0.6027309087666565,0.8016614337107261,1.74613393801606,2.8093923467268778,0.35325681733026065,0.37095780679211554,0.3474673494708951,0.3349577891866121,0.3206175958936334,0.36047967895529076,0.0,0.17808447230018548,0.17283299329389853,0.0,1.1543600845888953,0.3948080760365117,0.4028592448695181,0.43987257995217405,0.6273789175157635,1.1889735000772428,1.4941171769873074,1.7155891534642969,1.1324791867002382,0.0,3.6743368536213157,3.243448995253042,2.2089714572394747,1.6456682548236217,2.9830478146540322,3.62889903170446,5.568862291613409,3.756328189195062,5.357839340203842
 
 
IN
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1990,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,41.14963299198761,51.552145647056,48.67591546758855,44.116116625661036,56.79927510260784,51.45767157733695,49.850836869028576,49.12969501404634,48.91445665305183,43.36301444078152,46.3510274443869,46.81979878928267,44.38835103712552,56.46522002121427,47.90861347761262,54.334381498370455,51.651001062773794,50.12323782569689,50.7290450878448,40.187267459965284,46.21420539525541,45.584434379379815,38.509721053104926,31.857144966686562,46.3595545845542,40.70441425577885,30.500697086231384,63.71856778569032,31.851115672179258,61.648779173991954,0.0,39.99900256867229,50.044138866342045,42.41271693138926,44.8422279321728
Republican,54.56711300901754,48.447854352944006,50.32955432781203,55.29707870252538,43.200724897392156,47.47709906063425,49.52222271402285,50.45149964919656,50.229897934158295,54.90502688814443,52.81105431581686,52.44309315103547,55.207216344719356,42.43057081930116,52.09138652238738,45.33152492365054,48.14974102803638,49.87676217430311,46.44194051494086,59.03390127739987,53.785794604744595,53.833048935033375,60.5697082551795,68.14285503331344,53.640445415445804,57.337301813400046,67.35207000922539,34.79328245889349,66.56433009557577,37.22513449080051,87.35690036096938,54.57875436877788,44.28030601905705,52.11224257523936,50.7323997345092
Other,4.28325399899485,0.0,0.9945302045994185,0.5868046718135799,0.0,1.0652293620287914,0.6269404169485738,0.4188053367570992,0.8556454127898704,1.7319586710740562,0.8379182397962376,0.7371080596818591,0.4044326181551193,1.1042091594845709,0.0,0.3340935779790011,0.19925790918982736,0.0,2.8290143972143404,0.7788312626348391,0.0,0.5825166855868116,0.9205706917155755,0.0,0.0,1.9582839308211082,2.14723290454324,1.488149755416189,1.58455423224497,1.1260863352075356,12.643099639030625,5.4222430625498355,5.675555114600902,5.475040493371383,4.425372333318
 
 
IA
Year,1920,1922,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,37.423282938218435,36.891014015907146,49.846827231160866,27.30773129092816,43.03400474280528,54.151077747471575,51.11194848652314,49.74376051134895,41.70213727797611,48.37381703006889,57.84092860880436,44.70072438362164,47.52577137091302,46.082695954286876,48.0872378557542,46.610773640670715,37.79772733633743,50.248320493389485,55.06680195756287,50.02185066331115,47.911411440546416,45.540436621858035,55.45625435135763,33.5746533267845,54.47271308107361,27.200203637308956,51.808662036152,30.493392284264175,54.17765070986975,27.877041267471952,62.655780288744964,33.30331710665079,43.76117553332743,35.6552345305366
Republican,61.42001959401115,63.10898598409285,49.96456659081499,72.69226870907184,56.28659571976462,40.22232815982363,46.670236863726025,49.40655583592498,57.97491887554512,51.2841016867201,41.51917492500589,54.816586160184414,52.21058470180739,53.917304045713124,51.9127621442458,53.38848375933819,60.914453245262955,49.68761089638367,44.08796235123611,49.27189840671758,51.12906511952809,53.48641253702077,43.65908563471803,66.03555657226929,45.41660865119881,69.61432702975797,46.71419724946775,68.41177457282201,43.77899958458569,70.18356872638971,37.26124778597368,64.35254999045753,52.100115074798616,60.08990056040222
Other,1.1566974677704085,0.0,0.1886061780241438,0.0,0.6793995374301022,5.626594092704789,2.2178146497508386,0.8496836527260684,0.3229438464787678,0.342081283211003,0.63989646618974,0.48268945619395176,0.26364392727959357,0.0,0.0,0.0007425999910888001,1.2878194183996194,0.06406861022685358,0.8452356912010226,0.7062509299712603,0.9595234399254889,0.9731508411212026,0.8846600139243445,0.3897901009462166,0.11067826772757901,3.1854693329330734,1.477140714380248,1.094833142913809,2.0433497055445593,1.939390006138337,0.08297192528135268,2.344132902891683,4.138709391873949,4.254864909061177
 
 
KS
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,33.35923371407545,25.22358491646341,34.740016004091764,44.37905100971816,46.21102517930033,48.41560147095259,43.77971744562269,40.300266005038615,40.65401357758846,42.71521144927981,43.8318925414793,41.836350016098685,40.463721403644826,43.765305111907374,35.94020198383872,45.166494127460545,38.66265408226206,23.030736863357816,49.148138870671936,42.41258801958765,36.23925270273293,21.23586250625797,29.950726474866617,26.3904557797605,31.028978726917465,34.436947638506126,31.58782018491934,0.0,27.487241169791197,36.45846583353294,26.378549633994357,0.0,32.23812782170636
Republican,64.01478083189153,70.09679546008516,63.56718006253145,54.627924605439105,42.53329662581082,51.001607405047764,56.207018977632785,57.11347336632091,57.844471907123676,54.91957752023475,54.252597301907265,56.32823838346577,57.89816789453276,54.636886219997486,62.436920228597884,52.145618124809154,60.079966123931584,71.42081994030207,50.851483503411856,53.86391467324753,63.76074729726707,75.98875923144605,70.04927352513339,73.59186502763168,62.69678023022832,62.02385251354177,65.26615844100127,82.52236596511553,69.1627798218281,60.05839645161024,70.09437836340803,53.146476931762166,62.175254388660704
Other,2.625985454033022,4.679619623451428,1.6928039333767808,0.9930243848427291,11.255678194888851,0.5827911239996436,0.013263576744528775,2.586260628640479,1.5015145152878626,2.3652110304854386,1.9155101566134287,1.8354116004355543,1.638110701822412,1.5978086680951438,1.6228777875634013,2.6878877477303025,1.257379793806358,5.548443196340118,0.00037762591621487917,3.7234973071648247,0.0,2.77537826229597,0.0,0.0176791926078081,6.2742410428542135,3.539199847952105,3.146021374079391,17.47763403488447,3.3499790083807044,3.4831377148568174,3.5270720025976137,46.853523068237834,5.58661778963293
 
 
KY
Year,1920,1924,1926,1930,1932,1936,1938,1940,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,49.72428525573622,48.44387515455882,51.83688729784306,52.234060896080805,59.1501214215111,58.79833046402254,62.02897565565515,58.27337083563958,55.34092271432179,54.81197741154015,51.387278798795165,54.16570785919629,54.463984382547295,49.65331611749807,40.850680079381625,47.24371043107569,35.48268798907564,47.6165728921956,50.926858220898566,53.56359222127628,60.97742578909063,65.12584468615617,49.498416520492384,74.38208717221828,47.8134518182116,62.88334292614238,42.845622877848214,49.15698603299767,35.32479517162801,49.34317736067021,47.03438042981507,44.248489782434284,40.72087406363259,42.72450504737413
Republican,50.27571474426378,51.556124845441175,48.16311270215694,47.7659391039192,40.511379473850404,39.83822967335592,37.97102434434485,41.72662916436042,44.65907728567821,44.93419179874963,48.30597543768228,45.11008190106403,45.536015617452705,50.34668388250192,59.14931992061837,52.75628956892431,64.51731201092436,51.36048108690004,47.63036668686848,44.07961348090098,36.8649888943188,34.87415531384382,49.90610542963633,25.59207417906922,52.1865481817884,35.81178457806919,55.45283027529253,49.747689481707056,64.67520482837199,50.65682263932979,52.96561957018493,55.726585728444,56.188103641838936,57.27328845027358
Other,0.0,0.0,0.0,0.0,0.33849910463849714,1.3634398626215374,0.0,0.0,0.0,0.2538307897102266,0.30674576352255406,0.7242102397396797,0.0,0.0,0.0,0.0,0.0,1.0229460209043713,1.4427750922329676,2.356794297822742,2.1575853165905663,0.0,0.5954780498712867,0.025838648712497046,0.0,1.3048724957884312,1.7015468468592536,1.0953244852952733,0.0,0.0,0.0,0.024924489121714098,3.091022294528466,0.002206502352289115
 
 
LA
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1980,1986,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,100.0,100.0,100.0,99.98161764705881,99.99879610902437,99.99761306404149,99.83534432794141,100.0,99.99095309178088,100.0,87.71789801380253,100.0,100.0,79.75745855538004,75.5712199931738,100.0,100.0,55.21106014910075,100.0,96.39470495699828,52.82046752420072,50.17022508061281,65.04516774749398,51.70048312307334,47.481353378901936,52.109646130338184,37.67385457954741,38.146499796807085,35.31266992386409
Republican,0.0,0.0,0.0,0.0,0.0012038909756332467,0.0,0.0,0.0,0.0,0.0,12.282101986197477,0.0,0.0,20.242172391904457,24.428780006826198,0.0,0.0,19.065834396407425,0.0,2.8473995051206105,47.17953247579928,49.82977491938719,32.45886923279318,48.29951687692666,51.02734982056821,45.72334114039315,56.5548136987211,60.99779212346776,62.060776540167375
Other,0.0,0.0,0.0,0.01838235294117647,0.0,0.0023869359585082335,0.16465567205859108,0.0,0.009046908219116117,0.0,0.0,0.0,0.0,0.0003690527154898806,0.0,0.0,0.0,25.723105454491822,0.0,0.757895537881103,0.0,0.0,2.4959630197128457,0.0,1.4912968005298541,2.167012729268671,5.771331721731487,0.8557080797251544,2.626553535968532
 
 
MD
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,43.2504281587894,52.61150119640685,57.51345051270882,45.235589062305536,66.17727332193496,56.096851704053385,69.99609571287583,64.73812553881523,61.731103271672374,45.99960364774031,47.46242961575252,47.0357727054403,48.817335551203136,62.03294331413803,62.776895404371125,39.12314257067953,48.142664449951376,42.6713344710442,56.55216107933113,33.832677079639964,63.457642932115654,60.68690866832579,61.7888582091629,71.01566395010477,59.099000000730406,70.5039712838992,63.17809150761878,64.80343300468446,54.21233267027446,62.19298331713797,55.97785840529175,60.88787566439363,64.85591261143473
Republican,47.288924107256975,45.6272310045895,41.409625504762126,54.048056498343065,31.24839287405997,41.95244442935013,27.70109789999964,33.484461595303586,38.26889672832763,53.00253080664182,52.53757038424748,52.9642272945597,51.18266444879686,37.96705668586197,37.22245707641375,47.78484110166689,50.708407833788186,57.3286655289558,38.85174578294721,66.16732292036004,36.542357067884346,39.31300145510171,38.1887555540439,28.984336049895237,40.89603323640842,29.496028716100795,36.73423055547851,33.72430102358769,44.195427757182344,35.753368036129295,26.32849948010697,35.674847863486136,30.306549576957842
