AL
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,67.31457090196012,67.80957183074919,51.32780682940935,84.849449464156,86.3830219333875,85.21747405843946,81.27627756462901,0.0,64.5534121843612,56.52365550928731,56.828444912096096,30.548971683794395,18.723289555269606,21.629700413427102,55.713138655284624,47.448859067804634,38.28078126506455,39.863298309147204,40.88006350485172,43.15608769582409,41.21370161422762,36.84440232237717,38.74043429457492,38.35903309875247,34.35794575797364
Republican,31.37377018826955,27.014940603746858,48.48744085917858,14.151097398728341,12.822763142625043,14.337619256404244,18.1986818826279,19.038980370267,35.02088613536093,39.38606572059389,41.734578455872686,69.4510283162056,13.993772841091248,71.93522975411551,42.60406541858598,48.75012016284021,60.54249354760621,59.16504893810266,47.64540359939813,50.121843205163884,56.82478481795261,62.46068975770077,60.31691302917061,60.54582232982282,62.08309236440906
Other,1.3116589097703228,5.1754875655039525,0.18475231141206994,0.9994531371156655,0.7942149239874666,0.4449066851562951,0.5250405527430815,80.961019629733,0.42570168027785604,4.090278770118807,1.4369766320312158,0.0,67.28293760363914,6.435069832457383,1.6827959261294003,3.8010207693551594,1.1767251873292397,0.9716527527501385,11.474532895750151,6.722069099012024,1.9615135678197786,0.6949079199220565,0.9426526762544771,1.0951445714247148,3.558961877617299
 
 
AZ
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,44.39537329127234,35.4713970876543,42.23047756810661,67.03029995518008,69.84528402181004,63.494824678916814,58.79797143147769,53.794369299409816,41.65022834555014,38.90093151326967,44.362607938447795,49.4525448759282,35.017743604909064,30.38079280189134,39.79997818825154,28.244683589928428,32.54264316983089,38.7438741228785,36.52045259671481,46.517065946076805,44.73458501738885,44.396832928795554,45.11525087476428,44.58976694179938,45.12602184469321
Republican,55.60462670872766,41.259582753072564,57.56788743507134,30.53166569415903,26.926701191176118,36.01063723431908,40.89614484793002,43.82401942789371,58.34977165444985,60.994648020318905,55.51969806093487,50.44719928448115,54.77537089063039,61.6387020757301,56.36613577948053,60.60884838290739,66.42148285841562,59.95026764845679,38.47314178113284,44.29441649666585,51.02113816043696,54.869434086013754,53.63524782262724,53.654533165974705,48.67161647232105
Other,0.0,23.26902015927313,0.20163499682205713,2.438034350660882,3.228014787013845,0.494538086764108,0.3058837205922955,2.381611272696467,0.0,0.10442046641141664,0.11769400061732886,0.10025583959065666,10.206885504460544,7.980505122378559,3.833886032267924,11.14646802716418,1.0358739717534995,1.3058582286647102,25.006405622152357,9.188517557257343,4.244276822174181,0.7337329851906876,1.2495013026084871,1.7556998922259135,6.20236168298574
 
 
AR
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,58.48984681736251,61.209684405047206,60.29348535355324,85.96313054832655,81.79832017076963,79.01745017260876,69.95172666397438,61.72141457882256,55.904150197628454,52.457375323435954,50.18541034143974,56.06395848872108,30.332026444003347,30.71011910460021,64.96172812966185,47.522630620046755,38.2907850014586,42.191732166458465,53.20795284925204,53.73644915194817,45.86425626043496,44.547630445189085,38.86465976512423,36.87899030172011,33.65312412936093
Republican,38.72694500563612,29.28132128316923,39.32916188231248,12.906575021989283,17.85668504037944,20.982549827391242,29.84259511443786,21.016187235797503,43.763586956521735,45.81894473795539,43.058138802218856,43.40697969044977,31.014616381502318,68.82420877427563,34.904336610056866,48.13427222648051,60.46702532547269,56.367836199377095,35.483399305529986,36.800857664357395,51.30719769663293,54.30595907843537,58.71590449992959,60.566936084109116,60.57410216382829
Other,2.783208177001367,9.508994311783558,0.37735276413428903,1.1302944296841704,0.3449947888509277,0.0,0.20567822158776075,17.262398185379936,0.33226284584980237,1.7236799386086596,6.756450856341408,0.529061820829155,38.65335717449433,0.46567212112415973,0.1339352602812901,4.343097153472734,1.2421896730687036,1.4404316341644336,11.30864784521797,9.462693183694425,2.828546042932106,1.1464104763755456,2.419435734946168,2.5540736141707843,5.772773706810774
 
 
CA
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,24.295591003917977,8.231846700442667,34.19491544291172,58.410822895033554,66.95396004823255,57.44074797073291,56.479255866794475,47.57219750254753,42.738477928853996,44.273286312359886,49.55137708331476,59.119493201199546,44.859490188205235,41.5480090557997,47.954821836112544,35.91943691076413,41.2677756992316,47.55944256460335,46.02465168712197,51.09886561852729,53.44973682775446,54.305557534674364,61.01263834713425,60.23895914168964,61.72639960455788
Republican,66.2528197561017,57.205693965725736,64.69368649312945,37.402402852792186,31.696415375905403,41.34308372728633,42.97127844640892,47.12796447528284,56.34762903383588,55.387328484886176,50.09886917516396,40.7997181679899,47.979128729632265,55.014394847395245,49.748313955946934,52.69750288304541,57.51694285169312,51.126567894516725,32.627475072236415,38.20942008004616,41.651496805255455,44.357695977241775,36.954858832464474,37.1203785207048,31.617106538439433
Other,9.451589239980326,34.562459333831605,1.1113980639588212,4.186774252174266,1.3496245758620506,1.216168301980763,0.549465686796606,5.299838022169627,0.9138930373101194,0.3393852027539375,0.34975374152127275,0.08078863081055328,7.1613810821625,3.4375960968050463,2.296864207940521,11.383060206190468,1.2152814490752855,1.3139895408799274,21.34787324064162,10.691714301426552,4.89876636699009,1.3367464880838664,2.032502820401271,2.640662337605563,6.656493857002685
 
 
CO
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,36.5819022345138,21.982703208087422,33.94103640099734,54.81301999580508,60.37149358675278,48.37013937967665,46.39859495999319,46.955486027788076,38.96251882628713,39.81410822924742,44.90740866503859,61.26545394640315,41.019442737347106,34.59330484629158,42.60994599792869,41.608796427158126,35.12289830011271,45.282404324122666,40.01885016533616,44.42649840934877,42.393606391311636,47.0378422542883,53.66023684069159,51.492226551615175,48.1569803828474
Republican,58.717586331947146,57.02419213463449,64.72330856970952,41.42859015591135,37.093493439415894,50.92421913137245,53.2099501226638,51.597840618231075,60.27300298522622,59.49245483912806,54.634184769764445,38.194639285649934,50.718756814622445,62.606040147439316,54.02777777777777,39.82859404149471,63.44215596967685,53.05888833673129,35.77146176486103,45.7964575409313,50.750331349447904,51.7110953545921,44.70752210933716,46.127091639047975,43.25139737143104
Other,4.700511433539059,20.993104657278092,1.3356550292931404,3.758389848283577,2.535012973831332,0.7056414889509002,0.39145491734301713,1.4466733539808552,0.7644781884866442,0.6934369316245246,0.4584065651969586,0.5399067679469128,8.26180044803045,2.800655006269106,3.3622762242935345,18.562609531347167,1.4349457302104403,1.658707339146047,24.20968806980281,9.777044049719931,6.856062259240457,1.2510623911195842,1.6322410499712454,2.380681809336856,8.591622245721561
 
 
CT
Year,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
Democrat,33.02737484884465,27.525699796400154,45.57429872828106,47.39627772813178,55.32692611138374,53.43825095777106,52.301830550847974,47.91039910901645,43.90957880812573,36.26097799611681,53.73065612968857,67.80600010832299,49.47820147870775,40.12910710789821,46.733700964038796,38.52220566954778,38.829981593837346,46.87451936200372,42.218572959541035,52.83158147196567,55.909628132440346,54.3137089719902,60.58882967612181,58.085013258854424,54.56630109670987
Republican,62.715926438643244,61.535117850585195,53.634244734924444,48.5386405747492,40.34334950338963,46.19578708691724,46.938905515691296,49.54669853924877,55.70296952077243,63.72067126121521,46.26934387031143,32.08625135198567,44.31673448853397,58.56941927085403,51.881444507359234,48.15595700729226,60.73195173495126,51.97756122029051,35.78324122176325,34.69080448710123,38.4436032270773,43.94727791082799,38.22146330562694,40.74511424691504,40.92691437881478
