Year,State,Race,Division,Democrat,Republican,Prohibitionist,Socialist,Farmer-Labor,Nat.,Socialist-Labor,Single Tax,Independent,White Republican,Republican and White Republican,Proleague Ind.,Unaffiliated,Scattering,Labor,Third Party,Prog.,All Others,Lib-Lab.-Dem.,The People's Candidate,Lib.,Industrial,Farmer-Workman,National Prohibitionist,Nonpartisan,En. Vol. Act.,Am. Free Ind.,Against Wilson's League,Individual,Industrial Labor,Industrialist,Insurgent Referendum,Rep.-Ind.,Black and Tan Republican,American,Am. P.,Soc.-Far.-Lab.
1920,VA,President,All,141670,87456,857,807,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Senator,All,184646,17576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,1,14646,3562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,2,15318,5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,3,20069,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,4,11427,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,5,15597,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,6,13101,9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,7,13221,12773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,8,13142,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,9,23100,28057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,VA,Representative,10,14811,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,President,All,84298,223137,3790,8913,77246,,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Senator,All,68488,217069,,,99309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Representative,1,11184,51459,,,28154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Representative,2,,39315,,,26398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Representative,3,12553,50667,,,27824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Representative,4,11353,37986,,,10735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WA,Representative,5,28300,39228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,President,All,220789,282007,1528,5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,1,40393,40818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,2,32896,43238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,3,33056,45146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,4,37951,47146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,5,38394,45193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WV,Representative,6,43327,51747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,President,All,113422,498576,8647,80635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Senator,All,89265,281576,5107,66172,,,,,235029,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,1,13661,51144,,2585,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,2,14291,39563,,4969,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,3,19794,44359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,4,6436,28854,,22137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,5,,40777,,34004,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,6,11606,38034,,5714,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,7,,37137,8929,1294,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,8,6425,34215,,14661,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,9,20108,32027,,1933,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,10,,44658,,,,,,,,,,,223,49,,,,,,,,,,,,,,,,,,,,,,,
1920,WI,Representative,11,,38057,,6524,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
1920,WY,President,All,17429,35091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,WY,Representative,All,14952,34689,,759,,,,,,,,,,,6021,,,,,,,,,,,,,,,,,,,,,,
